Delivery_ID,Payment_ID,Order_ID,Delivery_Method,Delivery_Status,Delivery_Days,Payment_Method,Payment_Status,Customer_Rating,Review_Score,Return_Flag,Return_Reason
D04393,PAY04393,O04393,Standard,In Transit,8,Credit Card,Pending,2,7,No,N/A
D04394,PAY04394,O04394,Express,In Transit,9,Apple Pay,Refunded,1,1,Yes,Damaged
D04395,PAY04395,O04395,Express,Returned,3,Debit Card,Paid,4,6,No,Late Delivery
D04396,PAY04396,O04396,Same Day,Returned,10,Cash On Delivery,Paid,2,10,No,Wrong Item
D04397,PAY04397,O04397,Same Day,Returned,1,Apple Pay,Refunded,1,2,Yes,Wrong Item
D04398,PAY04398,O04398,Express,In Transit,7,Credit Card,Paid,2,8,Yes,Late Delivery
D04399,PAY04399,O04399,Express,Returned,9,Credit Card,Paid,2,8,Yes,N/A
D04400,PAY04400,O04400,Same Day,Delivered,4,Credit Card,Paid,1,10,No,Wrong Item
D04401,PAY04401,O04401,Express,In Transit,9,STC Pay,Refunded,3,4,No,N/A
D04402,PAY04402,O04402,Express,Delivered,1,Cash On Delivery,Paid,2,1,Yes,Late Delivery
D04403,PAY04403,O04403,Standard,Returned,5,STC Pay,Refunded,1,10,No,Late Delivery
D04404,PAY04404,O04404,Same Day,Delivered,7,Mada,Refunded,3,5,Yes,Damaged
D04405,PAY04405,O04405,Same Day,Returned,5,Mada,Refunded,2,1,Yes,Late Delivery
D04406,PAY04406,O04406,Standard,Returned,10,Cash On Delivery,Refunded,3,7,Yes,Damaged
D04407,PAY04407,O04407,Standard,Delivered,10,Mada,Refunded,2,3,Yes,Wrong Item
D04408,PAY04408,O04408,Standard,In Transit,1,Mada,Pending,3,9,No,Late Delivery
D04409,PAY04409,O04409,Standard,Returned,6,Debit Card,Paid,2,8,No,Damaged
D04410,PAY04410,O04410,Standard,In Transit,1,Apple Pay,Paid,2,2,No,Damaged
D04411,PAY04411,O04411,Same Day,Returned,6,Cash On Delivery,Pending,3,6,Yes,N/A
D04412,PAY04412,O04412,Express,Returned,1,STC Pay,Paid,2,7,Yes,Wrong Item
D04413,PAY04413,O04413,Same Day,In Transit,8,Mada,Pending,2,6,Yes,Wrong Item
D04414,PAY04414,O04414,Express,Returned,7,Mada,Paid,3,4,No,Wrong Item
D04415,PAY04415,O04415,Express,Returned,1,STC Pay,Refunded,4,10,No,Late Delivery
D04416,PAY04416,O04416,Standard,Returned,9,Debit Card,Paid,3,10,No,Late Delivery
D04417,PAY04417,O04417,Express,Delivered,10,Credit Card,Paid,5,5,Yes,Late Delivery
D04418,PAY04418,O04418,Standard,Returned,5,Mada,Paid,2,1,Yes,N/A
D04419,PAY04419,O04419,Standard,Returned,6,Credit Card,Pending,3,5,No,N/A
D04420,PAY04420,O04420,Express,Returned,4,STC Pay,Refunded,2,6,Yes,Late Delivery
D04421,PAY04421,O04421,Express,Delivered,9,Debit Card,Paid,5,3,No,Damaged
D04422,PAY04422,O04422,Standard,Returned,3,STC Pay,Refunded,3,9,No,Damaged
D04423,PAY04423,O04423,Express,Returned,8,Cash On Delivery,Pending,1,4,No,N/A
D04424,PAY04424,O04424,Same Day,Returned,1,STC Pay,Paid,3,1,No,N/A
D04425,PAY04425,O04425,Same Day,Delivered,9,Debit Card,Refunded,5,5,Yes,N/A
D04426,PAY04426,O04426,Same Day,In Transit,8,Debit Card,Pending,5,4,Yes,Wrong Item
D04427,PAY04427,O04427,Standard,Delivered,3,Credit Card,Paid,4,6,No,N/A
D04428,PAY04428,O04428,Standard,In Transit,1,Cash On Delivery,Refunded,1,1,Yes,N/A
D04429,PAY04429,O04429,Standard,In Transit,1,Cash On Delivery,Paid,5,9,Yes,Damaged
D04430,PAY04430,O04430,Same Day,In Transit,8,Cash On Delivery,Pending,3,8,No,N/A
D04431,PAY04431,O04431,Standard,Delivered,10,STC Pay,Paid,4,6,Yes,Damaged
D04432,PAY04432,O04432,Express,In Transit,4,STC Pay,Paid,5,2,No,Damaged
D04433,PAY04433,O04433,Same Day,Delivered,3,Cash On Delivery,Paid,2,7,No,Wrong Item
D04434,PAY04434,O04434,Same Day,Delivered,9,Debit Card,Pending,5,1,No,N/A
D04435,PAY04435,O04435,Same Day,Delivered,4,STC Pay,Pending,1,8,No,Late Delivery
D04436,PAY04436,O04436,Standard,Delivered,8,Debit Card,Paid,1,4,Yes,Late Delivery
D04437,PAY04437,O04437,Standard,Delivered,9,Mada,Refunded,2,10,No,Damaged
D04438,PAY04438,O04438,Same Day,Returned,4,Mada,Paid,3,4,No,Late Delivery
D04439,PAY04439,O04439,Standard,Delivered,4,STC Pay,Paid,2,3,Yes,N/A
D04440,PAY04440,O04440,Same Day,Delivered,10,Apple Pay,Paid,1,8,No,Wrong Item
D04441,PAY04441,O04441,Same Day,Returned,10,Cash On Delivery,Pending,3,8,No,Wrong Item
D04442,PAY04442,O04442,Express,Returned,10,Apple Pay,Pending,1,10,No,N/A
D04443,PAY04443,O04443,Express,In Transit,2,Debit Card,Paid,4,8,Yes,Wrong Item
D04444,PAY04444,O04444,Standard,Delivered,3,STC Pay,Paid,4,10,Yes,N/A
D04445,PAY04445,O04445,Same Day,In Transit,9,Debit Card,Paid,2,1,No,Damaged
D04446,PAY04446,O04446,Same Day,In Transit,4,Apple Pay,Paid,2,4,No,Wrong Item
D04447,PAY04447,O04447,Standard,Returned,9,STC Pay,Refunded,4,4,No,Late Delivery
D04448,PAY04448,O04448,Same Day,Returned,4,Cash On Delivery,Pending,3,8,Yes,Wrong Item
D04449,PAY04449,O04449,Express,In Transit,4,Credit Card,Pending,5,2,Yes,Late Delivery
D04450,PAY04450,O04450,Same Day,Delivered,3,STC Pay,Pending,2,3,No,Wrong Item
D04451,PAY04451,O04451,Express,Delivered,6,Debit Card,Pending,3,3,Yes,Damaged
D04452,PAY04452,O04452,Express,Returned,2,Mada,Refunded,1,2,Yes,Damaged
D04453,PAY04453,O04453,Standard,In Transit,2,STC Pay,Refunded,3,7,No,N/A
D04454,PAY04454,O04454,Express,Delivered,7,Mada,Pending,5,9,Yes,Late Delivery
D04455,PAY04455,O04455,Same Day,Delivered,3,STC Pay,Paid,5,7,No,Late Delivery
D04456,PAY04456,O04456,Express,Returned,9,Mada,Refunded,3,9,No,Damaged
D04457,PAY04457,O04457,Same Day,Delivered,2,Mada,Pending,1,8,No,Late Delivery
D04458,PAY04458,O04458,Standard,Delivered,6,Mada,Refunded,3,5,Yes,N/A
D04459,PAY04459,O04459,Same Day,In Transit,6,STC Pay,Refunded,2,7,No,Wrong Item
D04460,PAY04460,O04460,Same Day,In Transit,9,Debit Card,Paid,4,3,Yes,Late Delivery
D04461,PAY04461,O04461,Same Day,In Transit,8,STC Pay,Pending,3,6,Yes,Late Delivery
D04462,PAY04462,O04462,Express,Delivered,9,Credit Card,Refunded,1,4,No,Wrong Item
D04463,PAY04463,O04463,Standard,In Transit,4,STC Pay,Pending,4,6,Yes,N/A
D04464,PAY04464,O04464,Express,Delivered,9,Debit Card,Paid,2,5,No,Wrong Item
D04465,PAY04465,O04465,Same Day,Delivered,3,Apple Pay,Paid,1,1,Yes,Damaged
D04466,PAY04466,O04466,Same Day,Returned,2,Cash On Delivery,Pending,2,5,Yes,Wrong Item
D04467,PAY04467,O04467,Standard,Returned,6,Apple Pay,Pending,4,6,Yes,N/A
D04468,PAY04468,O04468,Standard,Returned,3,STC Pay,Refunded,3,1,Yes,Wrong Item
D04469,PAY04469,O04469,Same Day,Returned,2,Debit Card,Paid,5,5,No,Damaged
D04470,PAY04470,O04470,Express,Returned,1,Debit Card,Refunded,2,9,No,Wrong Item
D04471,PAY04471,O04471,Express,Delivered,8,STC Pay,Pending,1,5,Yes,Damaged
D04472,PAY04472,O04472,Express,Returned,5,STC Pay,Refunded,2,2,No,Damaged
D04473,PAY04473,O04473,Express,In Transit,8,Cash On Delivery,Refunded,3,2,No,Damaged
D04474,PAY04474,O04474,Same Day,Returned,10,Apple Pay,Pending,1,10,Yes,N/A
D04475,PAY04475,O04475,Express,Delivered,1,Debit Card,Pending,2,2,No,N/A
D04476,PAY04476,O04476,Same Day,Returned,7,STC Pay,Paid,5,9,Yes,N/A
D04477,PAY04477,O04477,Same Day,Returned,6,STC Pay,Refunded,5,7,Yes,N/A
D04478,PAY04478,O04478,Express,Delivered,4,Apple Pay,Paid,5,6,Yes,Late Delivery
D04479,PAY04479,O04479,Same Day,In Transit,5,Mada,Pending,5,4,Yes,Wrong Item
D04480,PAY04480,O04480,Standard,Delivered,6,Debit Card,Paid,2,5,No,Damaged
D04481,PAY04481,O04481,Standard,Delivered,2,Debit Card,Paid,1,2,No,Late Delivery
D04482,PAY04482,O04482,Standard,Returned,9,Apple Pay,Refunded,2,7,Yes,Wrong Item
D04483,PAY04483,O04483,Same Day,In Transit,9,Mada,Paid,4,10,No,N/A
D04484,PAY04484,O04484,Standard,In Transit,10,Mada,Refunded,3,8,Yes,Wrong Item
D04485,PAY04485,O04485,Standard,In Transit,1,Cash On Delivery,Pending,2,10,No,Late Delivery
D04486,PAY04486,O04486,Express,Returned,10,Debit Card,Paid,4,5,Yes,Wrong Item
D04487,PAY04487,O04487,Express,In Transit,2,Mada,Pending,3,2,Yes,N/A
D04488,PAY04488,O04488,Express,In Transit,1,Mada,Pending,4,10,No,Damaged
D04489,PAY04489,O04489,Express,In Transit,5,Cash On Delivery,Paid,4,1,Yes,Damaged
D04490,PAY04490,O04490,Same Day,In Transit,10,Apple Pay,Paid,2,5,Yes,Wrong Item
D04491,PAY04491,O04491,Same Day,Returned,10,Mada,Paid,5,6,No,Wrong Item
D04492,PAY04492,O04492,Standard,Delivered,1,Apple Pay,Paid,4,6,Yes,N/A
D04493,PAY04493,O04493,Express,Returned,9,Credit Card,Refunded,3,7,Yes,Late Delivery
D04494,PAY04494,O04494,Standard,Delivered,4,Debit Card,Pending,1,6,Yes,N/A
D04495,PAY04495,O04495,Same Day,Returned,1,Mada,Paid,2,7,Yes,Damaged
D04496,PAY04496,O04496,Standard,Delivered,5,Apple Pay,Paid,1,9,Yes,N/A
D04497,PAY04497,O04497,Express,In Transit,9,Apple Pay,Paid,2,3,No,Damaged
D04498,PAY04498,O04498,Standard,Delivered,1,STC Pay,Refunded,2,9,Yes,Damaged
D04499,PAY04499,O04499,Standard,In Transit,3,STC Pay,Paid,5,1,Yes,Damaged
D04500,PAY04500,O04500,Express,Returned,5,STC Pay,Refunded,2,5,Yes,N/A
D04501,PAY04501,O04501,Standard,In Transit,10,Debit Card,Refunded,1,1,Yes,N/A
D04502,PAY04502,O04502,Standard,Delivered,8,Apple Pay,Paid,5,7,Yes,N/A
D04503,PAY04503,O04503,Same Day,Delivered,6,Cash On Delivery,Paid,4,1,Yes,Late Delivery
D04504,PAY04504,O04504,Standard,In Transit,2,Apple Pay,Paid,5,7,Yes,Damaged
D04505,PAY04505,O04505,Same Day,In Transit,8,Debit Card,Refunded,4,6,No,N/A
D04506,PAY04506,O04506,Same Day,Delivered,1,Credit Card,Refunded,4,10,No,Wrong Item
D04507,PAY04507,O04507,Express,In Transit,9,STC Pay,Pending,3,7,No,N/A
D04508,PAY04508,O04508,Express,In Transit,6,Mada,Pending,1,2,No,Damaged
D04509,PAY04509,O04509,Standard,In Transit,7,Mada,Paid,2,4,No,Wrong Item
D04510,PAY04510,O04510,Standard,Returned,3,STC Pay,Pending,2,9,Yes,Damaged
D04511,PAY04511,O04511,Standard,In Transit,6,STC Pay,Paid,1,10,No,Damaged
D04512,PAY04512,O04512,Standard,In Transit,2,Cash On Delivery,Paid,5,1,Yes,N/A
D04513,PAY04513,O04513,Standard,Returned,6,Credit Card,Paid,2,1,Yes,Late Delivery
D04514,PAY04514,O04514,Standard,Delivered,5,Cash On Delivery,Pending,1,10,No,N/A
D04515,PAY04515,O04515,Express,Delivered,10,Cash On Delivery,Refunded,5,6,No,Wrong Item
D04516,PAY04516,O04516,Standard,In Transit,4,STC Pay,Pending,1,9,Yes,Late Delivery
D04517,PAY04517,O04517,Standard,Returned,3,STC Pay,Paid,4,10,No,Wrong Item
D04518,PAY04518,O04518,Express,Delivered,5,Debit Card,Pending,4,8,Yes,Wrong Item
D04519,PAY04519,O04519,Standard,In Transit,3,Apple Pay,Refunded,4,7,Yes,Damaged
D04520,PAY04520,O04520,Standard,Delivered,7,STC Pay,Paid,5,8,No,Wrong Item
D04521,PAY04521,O04521,Standard,In Transit,1,Apple Pay,Pending,3,9,Yes,Late Delivery
D04522,PAY04522,O04522,Standard,Returned,9,STC Pay,Paid,4,5,No,N/A
D04523,PAY04523,O04523,Same Day,Delivered,6,Debit Card,Refunded,1,8,No,Late Delivery
D04524,PAY04524,O04524,Same Day,Returned,3,STC Pay,Paid,5,2,No,Late Delivery
D04525,PAY04525,O04525,Same Day,In Transit,4,Mada,Paid,3,5,No,N/A
D04526,PAY04526,O04526,Same Day,Delivered,6,Apple Pay,Pending,1,10,Yes,Wrong Item
D04527,PAY04527,O04527,Express,In Transit,1,Apple Pay,Paid,2,9,Yes,Damaged
D04528,PAY04528,O04528,Standard,Returned,2,STC Pay,Paid,5,10,No,Late Delivery
D04529,PAY04529,O04529,Express,In Transit,9,Cash On Delivery,Paid,2,1,Yes,Late Delivery
D04530,PAY04530,O04530,Same Day,Delivered,3,Apple Pay,Refunded,2,9,No,N/A
D04531,PAY04531,O04531,Express,In Transit,9,Apple Pay,Refunded,5,9,Yes,Damaged
D04532,PAY04532,O04532,Same Day,Returned,6,Debit Card,Pending,4,5,Yes,Wrong Item
D04533,PAY04533,O04533,Standard,Delivered,9,Cash On Delivery,Refunded,1,3,No,Damaged
D04534,PAY04534,O04534,Express,Delivered,1,Apple Pay,Paid,4,10,No,Late Delivery
D04535,PAY04535,O04535,Express,Returned,2,Mada,Refunded,2,4,Yes,Damaged
D04536,PAY04536,O04536,Same Day,Delivered,2,STC Pay,Refunded,2,10,No,Late Delivery
D04537,PAY04537,O04537,Express,Delivered,4,Apple Pay,Refunded,4,5,No,Late Delivery
D04538,PAY04538,O04538,Same Day,In Transit,3,Cash On Delivery,Refunded,5,8,No,N/A
D04539,PAY04539,O04539,Standard,In Transit,3,Cash On Delivery,Paid,2,9,Yes,Wrong Item
D04540,PAY04540,O04540,Express,In Transit,3,Mada,Paid,3,6,Yes,Wrong Item
D04541,PAY04541,O04541,Standard,Delivered,5,STC Pay,Pending,2,4,Yes,Damaged
D04542,PAY04542,O04542,Same Day,Delivered,3,STC Pay,Pending,3,8,No,Late Delivery
D04543,PAY04543,O04543,Standard,Returned,1,Credit Card,Pending,2,2,No,Damaged
D04544,PAY04544,O04544,Express,Returned,2,Debit Card,Refunded,1,7,No,Damaged
D04545,PAY04545,O04545,Same Day,Returned,1,Credit Card,Pending,4,9,Yes,N/A
D04546,PAY04546,O04546,Express,Returned,5,Debit Card,Refunded,4,5,Yes,N/A
D04547,PAY04547,O04547,Express,In Transit,5,STC Pay,Pending,3,6,Yes,Damaged
D04548,PAY04548,O04548,Standard,Returned,2,Apple Pay,Paid,5,4,Yes,Late Delivery
D04549,PAY04549,O04549,Express,In Transit,6,Apple Pay,Refunded,3,10,No,Wrong Item
D04550,PAY04550,O04550,Standard,Delivered,2,Apple Pay,Paid,5,8,No,N/A
D04551,PAY04551,O04551,Express,Returned,8,STC Pay,Paid,2,3,No,Late Delivery
D04552,PAY04552,O04552,Express,Returned,8,STC Pay,Paid,1,8,Yes,N/A
D04553,PAY04553,O04553,Same Day,Returned,6,STC Pay,Pending,2,5,Yes,Damaged
D04554,PAY04554,O04554,Standard,In Transit,4,Credit Card,Refunded,3,3,Yes,Wrong Item
D04555,PAY04555,O04555,Express,Delivered,9,Cash On Delivery,Paid,4,9,No,N/A
D04556,PAY04556,O04556,Express,Returned,5,STC Pay,Paid,4,9,Yes,N/A
D04557,PAY04557,O04557,Standard,In Transit,6,Credit Card,Paid,2,6,No,Damaged
D04558,PAY04558,O04558,Express,Returned,4,Cash On Delivery,Refunded,1,10,Yes,Wrong Item
D04559,PAY04559,O04559,Standard,Returned,6,Cash On Delivery,Paid,3,5,Yes,Late Delivery
D04560,PAY04560,O04560,Standard,In Transit,10,Cash On Delivery,Paid,2,2,No,N/A
D04561,PAY04561,O04561,Standard,Returned,8,Credit Card,Paid,5,5,No,N/A
D04562,PAY04562,O04562,Express,In Transit,10,Mada,Pending,3,7,Yes,Damaged
D04563,PAY04563,O04563,Standard,In Transit,6,Cash On Delivery,Paid,4,1,No,N/A
D04564,PAY04564,O04564,Same Day,Delivered,5,Credit Card,Pending,1,5,No,Damaged
D04565,PAY04565,O04565,Same Day,Returned,4,Apple Pay,Refunded,1,7,No,Damaged
D04566,PAY04566,O04566,Standard,In Transit,1,Credit Card,Paid,5,10,No,Late Delivery
D04567,PAY04567,O04567,Same Day,Returned,10,Cash On Delivery,Pending,1,3,Yes,Late Delivery
D04568,PAY04568,O04568,Express,Returned,8,STC Pay,Paid,5,4,Yes,N/A
D04569,PAY04569,O04569,Same Day,In Transit,1,Cash On Delivery,Refunded,5,1,No,Late Delivery
D04570,PAY04570,O04570,Standard,Returned,4,Debit Card,Paid,2,10,No,Damaged
D04571,PAY04571,O04571,Standard,In Transit,2,Mada,Refunded,1,4,Yes,Late Delivery
D04572,PAY04572,O04572,Standard,In Transit,7,Cash On Delivery,Refunded,4,5,Yes,Wrong Item
D04573,PAY04573,O04573,Express,Returned,9,Apple Pay,Paid,4,3,No,N/A
D04574,PAY04574,O04574,Same Day,Returned,1,Debit Card,Pending,1,3,No,Wrong Item
D04575,PAY04575,O04575,Standard,Returned,1,Mada,Paid,2,4,No,N/A
D04576,PAY04576,O04576,Express,In Transit,4,Mada,Paid,5,8,No,N/A
D04577,PAY04577,O04577,Express,Delivered,6,STC Pay,Paid,4,1,Yes,Late Delivery
D04578,PAY04578,O04578,Same Day,In Transit,4,Cash On Delivery,Refunded,5,4,No,Damaged
D04579,PAY04579,O04579,Same Day,Returned,6,STC Pay,Paid,3,9,No,Wrong Item
D04580,PAY04580,O04580,Express,In Transit,5,STC Pay,Refunded,3,1,No,Damaged
D04581,PAY04581,O04581,Same Day,In Transit,8,Mada,Paid,3,8,No,Wrong Item
D04582,PAY04582,O04582,Same Day,Delivered,1,Credit Card,Pending,1,9,Yes,Late Delivery
D04583,PAY04583,O04583,Express,In Transit,6,Apple Pay,Refunded,4,1,No,Late Delivery
D04584,PAY04584,O04584,Express,Delivered,3,Mada,Refunded,3,7,Yes,Wrong Item
D04585,PAY04585,O04585,Standard,Delivered,9,Debit Card,Paid,2,9,Yes,N/A
D04586,PAY04586,O04586,Same Day,In Transit,10,Credit Card,Paid,1,8,No,N/A
D04587,PAY04587,O04587,Express,Returned,3,STC Pay,Pending,3,8,No,N/A
D04588,PAY04588,O04588,Express,In Transit,4,Mada,Pending,5,6,Yes,N/A
D04589,PAY04589,O04589,Standard,In Transit,3,Apple Pay,Paid,3,8,Yes,N/A
D04590,PAY04590,O04590,Same Day,Delivered,6,Apple Pay,Pending,2,10,Yes,Wrong Item
D04591,PAY04591,O04591,Standard,In Transit,8,STC Pay,Paid,2,10,Yes,N/A
D04592,PAY04592,O04592,Same Day,Delivered,9,Cash On Delivery,Refunded,3,9,No,Late Delivery
D04593,PAY04593,O04593,Same Day,Delivered,9,Cash On Delivery,Refunded,2,6,No,Damaged
D04594,PAY04594,O04594,Express,Delivered,1,Credit Card,Paid,2,10,Yes,Late Delivery
D04595,PAY04595,O04595,Standard,Returned,8,Cash On Delivery,Pending,5,9,Yes,Late Delivery
D04596,PAY04596,O04596,Same Day,Delivered,6,Mada,Pending,1,4,No,Damaged
D04597,PAY04597,O04597,Standard,In Transit,6,STC Pay,Paid,3,2,Yes,Late Delivery
D04598,PAY04598,O04598,Express,Returned,10,Apple Pay,Paid,5,6,No,Late Delivery
D04599,PAY04599,O04599,Standard,Delivered,7,Credit Card,Refunded,3,10,No,Wrong Item
D04600,PAY04600,O04600,Express,Returned,1,Cash On Delivery,Refunded,3,9,No,N/A
D04601,PAY04601,O04601,Standard,Delivered,8,Apple Pay,Paid,2,7,No,Damaged
D04602,PAY04602,O04602,Standard,Returned,1,STC Pay,Refunded,1,10,No,Damaged
D04603,PAY04603,O04603,Standard,Delivered,4,Cash On Delivery,Paid,2,3,Yes,N/A
D04604,PAY04604,O04604,Express,In Transit,5,Debit Card,Paid,2,4,Yes,Wrong Item
D04605,PAY04605,O04605,Same Day,Returned,6,Credit Card,Refunded,5,10,No,Late Delivery
D04606,PAY04606,O04606,Express,Delivered,7,Apple Pay,Paid,2,4,No,Wrong Item
D04607,PAY04607,O04607,Same Day,In Transit,3,Cash On Delivery,Paid,3,4,Yes,Late Delivery
D04608,PAY04608,O04608,Standard,Returned,4,Cash On Delivery,Pending,5,8,No,Damaged
D04609,PAY04609,O04609,Standard,In Transit,3,Credit Card,Refunded,2,8,No,Late Delivery
D04610,PAY04610,O04610,Same Day,In Transit,10,Cash On Delivery,Paid,5,9,No,Damaged
D04611,PAY04611,O04611,Express,Delivered,7,Credit Card,Pending,1,6,Yes,N/A
D04612,PAY04612,O04612,Same Day,Returned,2,Debit Card,Refunded,5,7,No,Late Delivery
D04613,PAY04613,O04613,Express,In Transit,6,Mada,Pending,5,7,Yes,N/A
D04614,PAY04614,O04614,Standard,In Transit,7,Debit Card,Paid,2,9,Yes,Damaged
D04615,PAY04615,O04615,Same Day,Returned,4,Credit Card,Refunded,2,2,No,Wrong Item
D04616,PAY04616,O04616,Express,Returned,8,Credit Card,Paid,5,8,Yes,N/A
D04617,PAY04617,O04617,Express,Returned,9,STC Pay,Paid,1,3,No,N/A
D04618,PAY04618,O04618,Same Day,Returned,6,STC Pay,Pending,3,3,No,Wrong Item
D04619,PAY04619,O04619,Express,Delivered,3,Credit Card,Refunded,3,4,No,N/A
D04620,PAY04620,O04620,Express,Delivered,3,Cash On Delivery,Refunded,4,3,No,Damaged
D04621,PAY04621,O04621,Same Day,In Transit,9,STC Pay,Refunded,5,3,No,Damaged
D04622,PAY04622,O04622,Express,Delivered,3,Mada,Refunded,5,9,Yes,N/A
D04623,PAY04623,O04623,Express,In Transit,2,Cash On Delivery,Pending,3,7,Yes,Damaged
D04624,PAY04624,O04624,Express,In Transit,5,STC Pay,Refunded,2,1,Yes,Damaged
D04625,PAY04625,O04625,Standard,Delivered,4,STC Pay,Refunded,1,6,Yes,Late Delivery
D04626,PAY04626,O04626,Standard,Delivered,2,Mada,Pending,1,8,Yes,N/A
D04627,PAY04627,O04627,Express,In Transit,5,Debit Card,Pending,3,2,No,Late Delivery
D04628,PAY04628,O04628,Same Day,Delivered,9,Debit Card,Refunded,2,4,No,Damaged
D04629,PAY04629,O04629,Express,Returned,3,Cash On Delivery,Pending,5,9,Yes,Wrong Item
D04630,PAY04630,O04630,Standard,Returned,1,Apple Pay,Paid,2,5,No,N/A
D04631,PAY04631,O04631,Standard,Returned,2,Debit Card,Refunded,2,3,No,Wrong Item
D04632,PAY04632,O04632,Same Day,In Transit,5,Debit Card,Refunded,2,2,No,Wrong Item
D04633,PAY04633,O04633,Express,In Transit,2,Debit Card,Paid,5,3,Yes,Wrong Item
D04634,PAY04634,O04634,Same Day,Delivered,3,Mada,Paid,1,4,No,N/A
D04635,PAY04635,O04635,Same Day,Delivered,3,Cash On Delivery,Pending,2,6,No,Late Delivery
D04636,PAY04636,O04636,Same Day,In Transit,9,Apple Pay,Refunded,4,7,No,Damaged
D04637,PAY04637,O04637,Express,Delivered,2,Mada,Pending,4,2,No,Damaged
D04638,PAY04638,O04638,Standard,In Transit,5,Debit Card,Refunded,3,8,Yes,N/A
D04639,PAY04639,O04639,Same Day,Delivered,5,Credit Card,Paid,5,2,No,N/A
D04640,PAY04640,O04640,Standard,Delivered,4,STC Pay,Paid,4,4,Yes,Late Delivery
D04641,PAY04641,O04641,Express,Delivered,8,Apple Pay,Pending,3,2,Yes,N/A
D04642,PAY04642,O04642,Same Day,In Transit,7,Debit Card,Pending,1,9,No,Late Delivery
D04643,PAY04643,O04643,Same Day,Delivered,8,Credit Card,Pending,3,5,Yes,Late Delivery
D04644,PAY04644,O04644,Express,In Transit,9,STC Pay,Pending,5,3,No,N/A
D04645,PAY04645,O04645,Express,Returned,6,STC Pay,Refunded,3,5,Yes,Wrong Item
D04646,PAY04646,O04646,Same Day,Returned,10,STC Pay,Pending,5,5,Yes,Late Delivery
D04647,PAY04647,O04647,Same Day,Delivered,3,Cash On Delivery,Refunded,5,3,Yes,Wrong Item
D04648,PAY04648,O04648,Standard,Delivered,8,Credit Card,Refunded,1,8,Yes,Late Delivery
D04649,PAY04649,O04649,Express,Delivered,3,Cash On Delivery,Pending,2,3,No,Damaged
D04650,PAY04650,O04650,Express,In Transit,5,Debit Card,Refunded,5,10,Yes,Wrong Item
D04651,PAY04651,O04651,Standard,In Transit,5,Apple Pay,Refunded,3,8,No,Damaged
D04652,PAY04652,O04652,Standard,In Transit,2,Mada,Paid,3,6,No,Late Delivery
D04653,PAY04653,O04653,Standard,Returned,6,Cash On Delivery,Refunded,2,6,Yes,Wrong Item
D04654,PAY04654,O04654,Express,In Transit,4,Apple Pay,Pending,4,9,Yes,Wrong Item
D04655,PAY04655,O04655,Standard,Delivered,9,STC Pay,Pending,1,1,Yes,N/A
D04656,PAY04656,O04656,Same Day,Returned,9,Debit Card,Pending,2,7,No,Damaged
D04657,PAY04657,O04657,Express,Delivered,8,Apple Pay,Paid,5,9,No,Wrong Item
D04658,PAY04658,O04658,Same Day,Delivered,3,Credit Card,Paid,2,10,No,N/A
D04659,PAY04659,O04659,Same Day,Returned,6,Mada,Pending,3,6,No,N/A
D04660,PAY04660,O04660,Standard,In Transit,3,Mada,Paid,3,5,Yes,Damaged
D04661,PAY04661,O04661,Express,Delivered,4,Cash On Delivery,Pending,4,5,Yes,Wrong Item
D04662,PAY04662,O04662,Express,Returned,2,Apple Pay,Paid,1,2,No,Wrong Item
D04663,PAY04663,O04663,Express,In Transit,2,Cash On Delivery,Paid,5,5,No,N/A
D04664,PAY04664,O04664,Express,Returned,4,Mada,Refunded,2,3,No,N/A
D04665,PAY04665,O04665,Standard,Returned,2,Mada,Refunded,3,5,No,N/A
D04666,PAY04666,O04666,Express,Delivered,2,Debit Card,Paid,3,9,No,Damaged
D04667,PAY04667,O04667,Standard,Delivered,6,Apple Pay,Refunded,5,10,No,Late Delivery
D04668,PAY04668,O04668,Standard,Delivered,3,Credit Card,Refunded,3,7,No,N/A
D04669,PAY04669,O04669,Standard,Delivered,9,Mada,Paid,4,3,No,N/A
D04670,PAY04670,O04670,Same Day,In Transit,6,Credit Card,Paid,3,1,Yes,N/A
D04671,PAY04671,O04671,Same Day,Returned,8,STC Pay,Refunded,3,8,No,Damaged
D04672,PAY04672,O04672,Standard,Returned,10,Apple Pay,Paid,2,9,No,Damaged
D04673,PAY04673,O04673,Same Day,Returned,8,Apple Pay,Paid,5,5,No,Wrong Item
D04674,PAY04674,O04674,Same Day,Delivered,7,Credit Card,Refunded,3,8,No,Late Delivery
D04675,PAY04675,O04675,Standard,Returned,5,Apple Pay,Paid,2,2,Yes,Wrong Item
D04676,PAY04676,O04676,Standard,Returned,10,Debit Card,Refunded,5,1,No,Late Delivery
D04677,PAY04677,O04677,Same Day,Returned,8,Cash On Delivery,Refunded,2,2,Yes,Late Delivery
D04678,PAY04678,O04678,Express,In Transit,1,Apple Pay,Refunded,2,7,Yes,Late Delivery
D04679,PAY04679,O04679,Standard,Returned,7,Apple Pay,Paid,4,6,No,N/A
D04680,PAY04680,O04680,Express,In Transit,7,Credit Card,Pending,4,4,No,Late Delivery
D04681,PAY04681,O04681,Standard,In Transit,3,Mada,Pending,2,2,No,N/A
D04682,PAY04682,O04682,Same Day,Delivered,5,STC Pay,Refunded,1,9,Yes,N/A
