Order_ID,Order_Date,Customer_ID,Product_ID,Employee_ID,Branch_ID,Payment_ID,Delivery_ID,Quantity,Unit_Price,Discount,Sales_Amount,Cost,Profit,Sales_Target,Order_Status
O03912,8/16/2024 0:00,C0969,P126,E011,B13,PAY03912,D03912,1,309.77,0.2,247.82,194.69,53.13,2264,Delivered
O03913,10/29/2025 0:00,C0110,P014,E033,B04,PAY03913,D03913,3,1347,0.08,3717.72,2659.57,1058.15,3012,Cancelled
O03914,4/25/2020 0:00,C0610,P241,E140,B13,PAY03914,D03914,5,1146.51,0.12,5044.64,3625.16,1419.48,2023,Pending
O03915,11/10/2022 0:00,C0667,P081,E121,B06,PAY03915,D03915,1,1365.44,0.15,1160.62,783.77,376.85,1750,Cancelled
O03916,9/29/2022 0:00,C0673,P107,E038,B13,PAY03916,D03916,3,1487.37,0.05,4239,3047.29,1191.71,3064,Delivered
O03917,3/25/2025 0:00,C1063,P218,E041,B09,PAY03917,D03917,2,316.23,0.14,543.92,412.6,131.32,3249,Pending
O03918,9/10/2024 0:00,C0533,P048,E097,B05,PAY03918,D03918,4,1360.97,0.01,5389.44,4666.62,722.82,3709,Delivered
O03919,2/3/2020 0:00,C0399,P205,E006,B11,PAY03919,D03919,3,974.4,0.09,2660.11,2354.86,305.25,4250,Delivered
O03920,2/17/2022 0:00,C0984,P220,E125,B12,PAY03920,D03920,1,1411.31,0.09,1284.29,874.61,409.68,3150,Delivered
O03921,9/15/2025 0:00,C1005,P167,E027,B11,PAY03921,D03921,3,21.82,0.18,53.68,33.5,20.18,4725,Cancelled
O03922,6/1/2023 0:00,C0571,P066,E104,B06,PAY03922,D03922,2,862.95,0.14,1484.27,1281.2,203.07,767,Pending
O03923,7/27/2023 0:00,C0315,P210,E130,B09,PAY03923,D03923,3,1471.08,0.19,3574.72,2170.24,1404.48,1943,Pending
O03924,10/21/2024 0:00,C0318,P095,E049,B05,PAY03924,D03924,3,1351.53,0.04,3892.41,3304.42,587.99,2322,Pending
O03925,3/10/2022 0:00,C0080,P279,E106,B04,PAY03925,D03925,5,1114.76,0.03,5406.59,3821.87,1584.72,673,Cancelled
O03926,5/1/2021 0:00,C0537,P175,E048,B05,PAY03926,D03926,4,114.19,0.14,392.81,341.1,51.71,3574,Cancelled
O03927,5/15/2023 0:00,C0372,P195,E024,B08,PAY03927,D03927,1,1174.88,0.03,1139.63,931.55,208.08,902,Delivered
O03928,5/20/2021 0:00,C0618,P127,E117,B06,PAY03928,D03928,1,512.5,0.07,476.62,406.5,70.12,901,Pending
O03929,3/22/2025 0:00,C1084,P177,E128,B14,PAY03929,D03929,2,1476.29,0.16,2480.17,1591.24,888.93,1797,Delivered
O03930,6/15/2023 0:00,C0809,P248,E020,B15,PAY03930,D03930,3,701.27,0,2103.81,1690.82,412.99,4005,Cancelled
O03931,1/12/2021 0:00,C0409,P158,E112,B11,PAY03931,D03931,2,746.24,0.15,1268.61,1125.7,142.91,2794,Pending
O03932,6/3/2021 0:00,C0731,P183,E019,B09,PAY03932,D03932,5,863.22,0.07,4013.97,3125.16,888.81,2644,Pending
O03933,5/21/2024 0:00,C0759,P197,E119,B09,PAY03933,D03933,2,411.04,0.17,682.33,453.82,228.51,871,Pending
O03934,4/26/2022 0:00,C0200,P115,E095,B10,PAY03934,D03934,2,416.47,0.18,683.01,558.85,124.16,3670,Cancelled
O03935,8/22/2021 0:00,C0768,P200,E027,B10,PAY03935,D03935,1,526.1,0.17,436.66,391.24,45.42,4206,Pending
O03936,3/18/2025 0:00,C0197,P060,E102,B10,PAY03936,D03936,5,314.55,0.01,1557.02,1374.96,182.06,2565,Cancelled
O03937,11/29/2021 0:00,C1105,P137,E049,B09,PAY03937,D03937,1,1253.5,0.15,1065.47,679.56,385.91,2204,Delivered
O03938,4/19/2025 0:00,C0565,P207,E114,B14,PAY03938,D03938,3,997.23,0.06,2812.19,2236.9,575.29,4976,Pending
O03939,11/24/2021 0:00,C0530,P085,E079,B03,PAY03939,D03939,5,111.85,0.16,469.77,334.53,135.24,2844,Delivered
O03940,6/23/2023 0:00,C1076,P145,E090,B06,PAY03940,D03940,3,26.44,0.07,73.77,48.53,25.24,712,Delivered
O03941,12/23/2022 0:00,C0915,P121,E118,B02,PAY03941,D03941,1,220.61,0.1,198.55,162.21,36.34,2584,Cancelled
O03942,10/18/2020 0:00,C0381,P093,E023,B04,PAY03942,D03942,1,651.86,0.2,521.49,402.66,118.83,4583,Cancelled
O03943,10/13/2022 0:00,C0719,P171,E029,B09,PAY03943,D03943,2,929.43,0.15,1580.03,1279.62,300.41,2960,Delivered
O03944,1/5/2024 0:00,C0815,P235,E083,B11,PAY03944,D03944,1,457.28,0.04,438.99,307.36,131.63,2511,Cancelled
O03945,1/6/2022 0:00,C0138,P113,E070,B12,PAY03945,D03945,2,464.09,0.1,835.36,698.34,137.02,1249,Cancelled
O03946,2/25/2023 0:00,C0748,P237,E014,B03,PAY03946,D03946,5,930.15,0.1,4185.68,2868,1317.68,1261,Delivered
O03947,12/28/2025 0:00,C0376,P213,E042,B05,PAY03947,D03947,5,225.44,0.15,958.12,580.94,377.18,4213,Pending
O03948,8/15/2025 0:00,C0223,P250,E007,B14,PAY03948,D03948,1,1313.19,0.09,1195,747.96,447.04,4035,Pending
O03949,1/5/2023 0:00,C0953,P223,E084,B08,PAY03949,D03949,1,1424.5,0.14,1225.07,760.88,464.19,4594,Cancelled
O03950,11/21/2024 0:00,C0637,P231,E043,B04,PAY03950,D03950,5,1278.35,0.07,5944.33,4896.33,1048,3721,Pending
O03951,7/22/2025 0:00,C0605,P037,E095,B03,PAY03951,D03951,5,714.05,0,3570.25,2720.21,850.04,3509,Delivered
O03952,9/11/2022 0:00,C0339,P109,E015,B02,PAY03952,D03952,4,671.55,0.12,2363.86,1423.7,940.16,897,Delivered
O03953,5/19/2022 0:00,C0585,P008,E052,B04,PAY03953,D03953,1,798.42,0.1,718.58,478.35,240.23,1772,Pending
O03954,10/30/2022 0:00,C0932,P022,E042,B02,PAY03954,D03954,1,334.29,0.01,330.95,278.56,52.39,1896,Pending
O03955,6/13/2020 0:00,C0621,P013,E094,B12,PAY03955,D03955,2,667.01,0.14,1147.26,1001.69,145.57,875,Cancelled
O03956,6/8/2021 0:00,C0773,P276,E069,B04,PAY03956,D03956,1,1297.28,0.12,1141.61,760.58,381.03,776,Delivered
O03957,8/7/2021 0:00,C0873,P055,E016,B14,PAY03957,D03957,4,1396.11,0.06,5249.37,3507.89,1741.48,2226,Cancelled
O03958,11/5/2020 0:00,C0886,P251,E139,B13,PAY03958,D03958,3,225.34,0.18,554.34,379.3,175.04,2219,Cancelled
O03959,7/31/2023 0:00,C0338,P207,E020,B09,PAY03959,D03959,1,1206.61,0.05,1146.28,926.12,220.16,1736,Delivered
O03960,11/5/2021 0:00,C0692,P247,E105,B03,PAY03960,D03960,5,1032.66,0.03,5008.4,4330.94,677.46,2913,Delivered
O03961,11/2/2020 0:00,C0400,P087,E025,B01,PAY03961,D03961,4,1342.25,0.14,4617.34,3744.27,873.07,2294,Pending
O03962,11/5/2021 0:00,C0517,P168,E020,B10,PAY03962,D03962,3,868.18,0.05,2474.31,1518.47,955.84,2504,Pending
O03963,12/20/2020 0:00,C0643,P242,E097,B11,PAY03963,D03963,3,490.8,0.02,1442.95,912.77,530.18,3416,Pending
O03964,11/14/2023 0:00,C0974,P242,E105,B04,PAY03964,D03964,1,1438.27,0.06,1351.97,1022.45,329.52,2482,Cancelled
O03965,9/8/2020 0:00,C1017,P048,E056,B03,PAY03965,D03965,2,896.66,0.05,1703.65,1314.93,388.72,3772,Cancelled
O03966,2/13/2022 0:00,C0609,P108,E062,B08,PAY03966,D03966,2,739.49,0.02,1449.4,1133.09,316.31,4347,Cancelled
O03967,12/27/2021 0:00,C0534,P297,E026,B01,PAY03967,D03967,2,903.03,0.19,1462.91,1002.2,460.71,1826,Pending
O03968,12/3/2025 0:00,C0870,P148,E134,B04,PAY03968,D03968,3,497.41,0.09,1357.93,1167.57,190.36,3963,Pending
O03969,1/21/2024 0:00,C1075,P150,E104,B11,PAY03969,D03969,3,786.88,0.01,2337.03,1704.7,632.33,1344,Delivered
O03970,6/22/2021 0:00,C0777,P070,E027,B13,PAY03970,D03970,2,1283.74,0.05,2439.11,2128.53,310.58,1580,Pending
O03971,3/27/2020 0:00,C0298,P246,E011,B03,PAY03971,D03971,3,1331.01,0.19,3234.35,2063.21,1171.14,4794,Cancelled
O03972,9/15/2024 0:00,C0879,P016,E121,B15,PAY03972,D03972,5,205.11,0.14,881.97,753.92,128.05,4012,Cancelled
O03973,8/23/2021 0:00,C1153,P073,E070,B11,PAY03973,D03973,3,1384.88,0.04,3988.45,3246.52,741.93,4495,Delivered
O03974,5/24/2021 0:00,C0817,P029,E056,B05,PAY03974,D03974,3,879.53,0.01,2612.2,1951.17,661.03,3125,Pending
O03975,5/25/2024 0:00,C1181,P177,E137,B05,PAY03975,D03975,4,40.68,0.18,133.43,119.02,14.41,1945,Cancelled
O03976,7/2/2020 0:00,C0299,P045,E133,B04,PAY03976,D03976,5,1469.61,0.06,6907.17,4445.82,2461.35,4649,Cancelled
O03977,9/14/2025 0:00,C0789,P268,E135,B03,PAY03977,D03977,2,796.64,0.15,1354.29,836.94,517.35,3306,Delivered
O03978,6/6/2025 0:00,C0749,P287,E143,B05,PAY03978,D03978,1,1005.97,0.17,834.96,514.59,320.37,2307,Cancelled
O03979,3/29/2025 0:00,C1164,P171,E050,B11,PAY03979,D03979,2,243.09,0.09,442.42,339.12,103.3,3390,Cancelled
O03980,5/1/2025 0:00,C0863,P108,E117,B05,PAY03980,D03980,5,243.3,0.11,1082.68,774.98,307.7,3525,Delivered
O03981,9/27/2021 0:00,C0224,P243,E092,B04,PAY03981,D03981,4,1355.63,0.01,5368.29,3743.56,1624.73,1130,Delivered
O03982,11/10/2025 0:00,C0291,P012,E006,B12,PAY03982,D03982,5,330.89,0.18,1356.65,959.43,397.22,4175,Cancelled
O03983,4/14/2021 0:00,C0241,P169,E042,B10,PAY03983,D03983,1,1374.66,0.05,1305.93,810.85,495.08,946,Delivered
O03984,5/15/2024 0:00,C0014,P015,E009,B13,PAY03984,D03984,4,405.45,0.1,1459.62,1069.39,390.23,4045,Cancelled
O03985,3/19/2022 0:00,C0222,P082,E027,B08,PAY03985,D03985,1,1133.38,0.19,918.04,737.81,180.23,3065,Pending
O03986,3/16/2021 0:00,C1010,P024,E026,B07,PAY03986,D03986,4,94.57,0.16,317.76,248.79,68.97,4713,Delivered
O03987,6/21/2024 0:00,C0838,P257,E010,B07,PAY03987,D03987,5,367.99,0.12,1619.16,1206.9,412.26,3211,Pending
O03988,8/26/2021 0:00,C0212,P110,E052,B07,PAY03988,D03988,2,881.59,0.06,1657.39,1383.78,273.61,2193,Delivered
O03989,11/22/2024 0:00,C0251,P068,E068,B03,PAY03989,D03989,1,659.62,0.05,626.64,478.23,148.41,4041,Pending
O03990,8/25/2024 0:00,C0247,P271,E035,B07,PAY03990,D03990,4,536.03,0.14,1843.94,1204.32,639.62,2411,Cancelled
O03991,11/17/2021 0:00,C0385,P286,E121,B09,PAY03991,D03991,5,293.14,0.11,1304.47,892.35,412.12,3380,Delivered
O03992,9/8/2023 0:00,C0709,P217,E014,B14,PAY03992,D03992,5,1192.46,0.01,5902.68,3646.77,2255.91,574,Pending
O03993,4/21/2021 0:00,C0463,P083,E059,B05,PAY03993,D03993,2,389.34,0.2,622.94,525.22,97.72,2848,Pending
O03994,7/12/2024 0:00,C0751,P012,E120,B09,PAY03994,D03994,1,1144.36,0.09,1041.37,881.16,160.21,1672,Delivered
O03995,2/2/2020 0:00,C0978,P055,E062,B11,PAY03995,D03995,4,1068.34,0.1,3846.02,2398.54,1447.48,2270,Delivered
O03996,5/17/2023 0:00,C1078,P257,E062,B13,PAY03996,D03996,4,304.49,0.07,1132.7,845.91,286.79,4534,Cancelled
O03997,11/26/2023 0:00,C0498,P182,E070,B07,PAY03997,D03997,3,928.33,0.02,2729.29,2095.71,633.58,4665,Pending
O03998,6/18/2020 0:00,C1013,P090,E009,B05,PAY03998,D03998,2,262.13,0.14,450.86,405.57,45.29,1776,Cancelled
O03999,12/18/2023 0:00,C0702,P118,E042,B14,PAY03999,D03999,4,942.76,0.19,3054.54,2318.28,736.26,2977,Cancelled
O04000,11/23/2025 0:00,C0708,P246,E004,B01,PAY04000,D04000,4,1223.65,0.11,4356.19,2616.26,1739.93,2530,Pending
O04001,8/23/2024 0:00,C0866,P181,E033,B10,PAY04001,D04001,4,194.82,0.1,701.35,461.44,239.91,4307,Cancelled
O04002,2/24/2023 0:00,C0767,P125,E131,B10,PAY04002,D04002,3,362.1,0.02,1064.57,923.97,140.6,4886,Cancelled
O04003,4/5/2020 0:00,C1069,P095,E129,B04,PAY04003,D04003,3,219.56,0.19,533.53,434.83,98.7,4736,Delivered
O04004,7/12/2022 0:00,C1181,P047,E039,B02,PAY04004,D04004,2,672.49,0.14,1156.68,970.46,186.22,4854,Pending
O04005,5/23/2020 0:00,C0939,P129,E008,B15,PAY04005,D04005,5,528.25,0.02,2588.42,1857.78,730.64,2994,Delivered
O04006,1/25/2024 0:00,C0100,P048,E130,B05,PAY04006,D04006,3,193.43,0.12,510.66,334.56,176.1,3672,Pending
O04007,7/21/2021 0:00,C0477,P143,E064,B04,PAY04007,D04007,3,1342.79,0.08,3706.1,2450.04,1256.06,3475,Cancelled
O04008,9/20/2023 0:00,C0587,P287,E142,B02,PAY04008,D04008,4,1313.77,0,5255.08,3465.26,1789.82,4703,Cancelled
O04009,1/11/2020 0:00,C0236,P257,E078,B15,PAY04009,D04009,3,908.82,0.11,2426.55,1577.43,849.12,4425,Cancelled
O04010,1/23/2024 0:00,C0832,P050,E049,B06,PAY04010,D04010,1,234.7,0.1,211.23,177.07,34.16,4433,Delivered
O04011,10/9/2024 0:00,C0700,P157,E029,B02,PAY04011,D04011,1,1150.02,0.12,1012.02,801.26,210.76,3580,Pending
O04012,5/8/2020 0:00,C1102,P156,E043,B15,PAY04012,D04012,3,177.32,0.13,462.81,380.6,82.21,4511,Pending
O04013,9/23/2024 0:00,C0983,P036,E130,B11,PAY04013,D04013,4,893.04,0.03,3465,2194.17,1270.83,2859,Pending
O04014,8/20/2025 0:00,C0328,P136,E107,B08,PAY04014,D04014,2,247.03,0,494.06,395.16,98.9,3594,Pending
O04015,12/27/2025 0:00,C0109,P025,E149,B11,PAY04015,D04015,5,263.2,0.09,1197.56,795.62,401.94,1728,Cancelled
O04016,5/9/2020 0:00,C0884,P108,E063,B03,PAY04016,D04016,4,1219.02,0.1,4388.47,3306.09,1082.38,4098,Pending
O04017,12/16/2024 0:00,C0635,P034,E020,B08,PAY04017,D04017,1,1493.88,0.14,1284.74,954.26,330.48,4690,Pending
O04018,12/1/2022 0:00,C0122,P215,E016,B04,PAY04018,D04018,3,1311.7,0.01,3895.75,3063.39,832.36,4835,Pending
O04019,5/2/2021 0:00,C0489,P042,E089,B14,PAY04019,D04019,2,1193.53,0.1,2148.35,1710.15,438.2,735,Pending
O04020,5/26/2024 0:00,C1121,P196,E099,B13,PAY04020,D04020,3,134.41,0.12,354.84,227.25,127.59,3433,Delivered
O04021,8/17/2025 0:00,C0669,P181,E049,B11,PAY04021,D04021,2,684.42,0.13,1190.89,992.17,198.72,4111,Cancelled
O04022,2/25/2020 0:00,C0834,P064,E026,B01,PAY04022,D04022,3,593.07,0.01,1761.42,1533.11,228.31,2617,Cancelled
O04023,4/11/2023 0:00,C1175,P206,E095,B03,PAY04023,D04023,4,299.82,0.19,971.42,868.12,103.3,2653,Cancelled
O04024,11/18/2022 0:00,C0260,P243,E063,B09,PAY04024,D04024,3,1156.28,0.06,3260.71,2200.84,1059.87,3362,Delivered
O04025,1/21/2020 0:00,C0734,P168,E077,B03,PAY04025,D04025,5,567.21,0.17,2353.92,1873.21,480.71,799,Delivered
O04026,7/19/2024 0:00,C1171,P003,E098,B05,PAY04026,D04026,3,904.29,0.18,2224.55,1616.31,608.24,4143,Delivered
O04027,9/1/2024 0:00,C0817,P299,E031,B13,PAY04027,D04027,4,156.42,0.04,600.65,493.07,107.58,1381,Cancelled
O04028,12/22/2025 0:00,C0419,P203,E093,B15,PAY04028,D04028,3,341.5,0.06,963.03,758.42,204.61,4823,Delivered
O04029,9/30/2023 0:00,C0415,P106,E011,B06,PAY04029,D04029,5,1120.99,0.13,4876.31,3667.5,1208.81,3741,Cancelled
O04030,5/23/2024 0:00,C0813,P261,E042,B03,PAY04030,D04030,2,156.48,0.08,287.92,224.96,62.96,1758,Delivered
O04031,2/4/2025 0:00,C1195,P098,E004,B08,PAY04031,D04031,1,580.04,0.1,522.04,329.84,192.2,1820,Delivered
O04032,5/14/2024 0:00,C0560,P251,E045,B05,PAY04032,D04032,4,971.61,0.03,3769.85,3057.99,711.86,880,Cancelled
O04033,2/25/2025 0:00,C0084,P122,E113,B15,PAY04033,D04033,3,686.81,0.15,1751.37,1499.84,251.53,2830,Cancelled
O04034,1/28/2022 0:00,C0158,P235,E110,B11,PAY04034,D04034,5,1363.05,0.06,6406.34,5672.53,733.81,1653,Pending
O04035,12/17/2022 0:00,C0645,P272,E109,B07,PAY04035,D04035,5,554.1,0.02,2715.09,2044.94,670.15,3589,Pending
O04036,1/9/2024 0:00,C0096,P122,E017,B15,PAY04036,D04036,4,856.95,0.06,3222.13,1960.75,1261.38,2909,Delivered
O04037,4/11/2022 0:00,C0588,P114,E088,B09,PAY04037,D04037,2,1278.07,0.08,2351.65,1858.92,492.73,4760,Cancelled
O04038,9/16/2022 0:00,C0071,P064,E034,B02,PAY04038,D04038,2,452.84,0.04,869.45,660.26,209.19,2058,Cancelled
O04039,8/19/2024 0:00,C0231,P208,E070,B01,PAY04039,D04039,1,715.8,0.05,680.01,566.81,113.2,3922,Cancelled
O04040,8/21/2020 0:00,C0873,P183,E006,B10,PAY04040,D04040,4,1487.57,0.13,5176.74,4091.11,1085.63,4170,Pending
O04041,8/2/2023 0:00,C1068,P212,E023,B07,PAY04041,D04041,1,62.38,0.11,55.52,37.95,17.57,3188,Cancelled
O04042,10/21/2025 0:00,C0089,P085,E141,B15,PAY04042,D04042,2,794.13,0.16,1334.14,848.73,485.41,3532,Delivered
O04043,2/17/2025 0:00,C0437,P168,E137,B03,PAY04043,D04043,4,1269.26,0.18,4163.17,2993.78,1169.39,3431,Cancelled
O04044,4/29/2021 0:00,C0909,P114,E122,B15,PAY04044,D04044,5,1411.38,0.05,6704.06,5999.04,705.02,638,Cancelled
O04045,8/2/2025 0:00,C0617,P085,E146,B08,PAY04045,D04045,5,459.95,0.1,2069.78,1387.35,682.43,2442,Cancelled
O04046,10/1/2025 0:00,C0845,P128,E033,B14,PAY04046,D04046,1,559.32,0.03,542.54,326.49,216.05,3195,Delivered
O04047,4/18/2024 0:00,C0922,P041,E085,B09,PAY04047,D04047,5,1274.13,0.02,6243.24,3994.85,2248.39,4326,Pending
O04048,11/19/2024 0:00,C0633,P229,E061,B07,PAY04048,D04048,2,1152.98,0.11,2052.3,1595.49,456.81,3129,Delivered
O04049,6/30/2022 0:00,C0207,P046,E055,B10,PAY04049,D04049,1,1077.16,0.06,1012.53,835.24,177.29,4673,Pending
O04050,8/27/2021 0:00,C0834,P292,E016,B04,PAY04050,D04050,5,589.79,0.05,2801.5,2370.18,431.32,4525,Pending
O04051,2/16/2020 0:00,C0871,P096,E137,B11,PAY04051,D04051,2,493.8,0.17,819.71,702.25,117.46,3347,Cancelled
O04052,11/11/2024 0:00,C0341,P098,E064,B12,PAY04052,D04052,2,87.74,0.09,159.69,109.23,50.46,3311,Pending
O04053,10/5/2022 0:00,C0109,P097,E005,B04,PAY04053,D04053,5,118.08,0.13,513.65,390.52,123.13,3470,Cancelled
O04054,12/18/2025 0:00,C1114,P212,E005,B15,PAY04054,D04054,2,536.11,0.03,1040.05,895.89,144.16,3104,Delivered
O04055,2/2/2023 0:00,C0401,P273,E146,B11,PAY04055,D04055,1,843.01,0.03,817.72,693.92,123.8,2998,Delivered
O04056,12/11/2022 0:00,C1082,P139,E059,B10,PAY04056,D04056,5,309.44,0.15,1315.12,993.65,321.47,818,Pending
O04057,8/25/2023 0:00,C0952,P137,E119,B02,PAY04057,D04057,5,906.27,0.19,3670.39,3102.16,568.23,1748,Delivered
O04058,7/5/2024 0:00,C0855,P018,E087,B11,PAY04058,D04058,1,565.86,0.05,537.57,370.54,167.03,3134,Pending
O04059,1/26/2022 0:00,C0291,P277,E101,B08,PAY04059,D04059,5,639.9,0.16,2687.58,1717,970.58,2113,Pending
O04060,3/10/2025 0:00,C0085,P235,E010,B06,PAY04060,D04060,4,1487.28,0.16,4997.26,3400.76,1596.5,4123,Cancelled
O04061,6/24/2022 0:00,C0549,P207,E062,B06,PAY04061,D04061,4,69.73,0.13,242.66,175.12,67.54,3235,Cancelled
O04062,7/5/2020 0:00,C0656,P269,E034,B09,PAY04062,D04062,4,1411.3,0.09,5137.13,3559.42,1577.71,1132,Pending
O04063,4/20/2024 0:00,C0775,P185,E143,B03,PAY04063,D04063,2,459.03,0.11,817.07,694.44,122.63,2398,Cancelled
O04064,8/3/2025 0:00,C0519,P280,E071,B01,PAY04064,D04064,5,1109.66,0.08,5104.44,3157.03,1947.41,4971,Cancelled
O04065,10/14/2022 0:00,C1153,P028,E006,B12,PAY04065,D04065,3,947.49,0.1,2558.22,2179.86,378.36,910,Cancelled
O04066,5/26/2025 0:00,C0780,P071,E116,B02,PAY04066,D04066,3,1445.77,0.08,3990.33,3205.13,785.2,2483,Pending
O04067,8/14/2022 0:00,C0280,P047,E002,B05,PAY04067,D04067,1,586.46,0.03,568.87,478.16,90.71,3607,Delivered
O04068,8/1/2021 0:00,C0896,P173,E050,B01,PAY04068,D04068,4,195.19,0.18,640.22,406.49,233.73,3798,Pending
O04069,8/27/2023 0:00,C0823,P007,E117,B02,PAY04069,D04069,2,805.82,0.04,1547.17,1121.44,425.73,1922,Delivered
O04070,6/22/2024 0:00,C0611,P267,E142,B12,PAY04070,D04070,2,810.84,0.07,1508.16,1215.1,293.06,1903,Delivered
O04071,7/18/2022 0:00,C1112,P293,E086,B01,PAY04071,D04071,5,1010.96,0.02,4953.7,3126.54,1827.16,2758,Delivered
O04072,8/5/2025 0:00,C0863,P122,E147,B02,PAY04072,D04072,3,38.33,0.1,103.49,77.67,25.82,2244,Cancelled
O04073,9/13/2025 0:00,C0195,P196,E039,B01,PAY04073,D04073,1,90.32,0.09,82.19,71.02,11.17,2903,Delivered
O04074,5/6/2024 0:00,C0583,P127,E070,B14,PAY04074,D04074,2,406.21,0.13,706.81,522.6,184.21,2977,Delivered
O04075,11/1/2024 0:00,C0841,P296,E042,B11,PAY04075,D04075,4,1263.64,0.18,4144.74,2617.51,1527.23,946,Cancelled
O04076,3/18/2023 0:00,C0644,P251,E089,B14,PAY04076,D04076,5,507.32,0.05,2409.77,1718.4,691.37,1499,Pending
O04077,6/7/2025 0:00,C0450,P079,E061,B04,PAY04077,D04077,2,260.81,0.15,443.38,286.44,156.94,3117,Cancelled
O04078,6/2/2022 0:00,C1177,P046,E046,B03,PAY04078,D04078,2,119.08,0.12,209.58,132.69,76.89,551,Pending
O04079,11/11/2020 0:00,C0798,P079,E061,B14,PAY04079,D04079,5,771.06,0.07,3585.43,2326.13,1259.3,2092,Pending
O04080,4/16/2020 0:00,C0485,P225,E015,B06,PAY04080,D04080,1,1014.7,0.18,832.05,636.59,195.46,4157,Delivered
O04081,2/24/2022 0:00,C0824,P204,E001,B01,PAY04081,D04081,5,381.56,0.15,1621.63,1388.74,232.89,540,Cancelled
O04082,1/1/2021 0:00,C0365,P238,E001,B04,PAY04082,D04082,4,656.99,0.16,2207.49,1856.06,351.43,865,Pending
O04083,8/1/2023 0:00,C1089,P174,E057,B04,PAY04083,D04083,3,531.56,0.18,1307.64,1011.99,295.65,3210,Pending
O04084,4/22/2025 0:00,C0336,P067,E141,B09,PAY04084,D04084,1,295.68,0.15,251.33,161.4,89.93,3483,Cancelled
O04085,6/3/2024 0:00,C0834,P081,E135,B06,PAY04085,D04085,4,371.25,0.08,1366.2,931.91,434.29,1746,Cancelled
O04086,6/9/2022 0:00,C1117,P184,E088,B05,PAY04086,D04086,4,491.11,0.15,1669.77,1436.78,232.99,2462,Pending
O04087,5/19/2024 0:00,C0685,P118,E048,B03,PAY04087,D04087,5,842.63,0.15,3581.18,2228.5,1352.68,1726,Delivered
O04088,9/16/2020 0:00,C0098,P207,E055,B14,PAY04088,D04088,5,954.7,0.04,4582.56,4118.49,464.07,4157,Cancelled
O04089,12/22/2020 0:00,C0527,P104,E104,B13,PAY04089,D04089,5,90.32,0.1,406.44,304.66,101.78,1982,Delivered
O04090,7/5/2024 0:00,C0294,P079,E074,B06,PAY04090,D04090,5,1145.91,0.17,4755.53,3028.5,1727.03,3324,Delivered
O04091,11/13/2023 0:00,C0973,P260,E014,B07,PAY04091,D04091,3,961.79,0.1,2596.83,1561.55,1035.28,2823,Delivered
O04092,3/11/2020 0:00,C0570,P141,E062,B10,PAY04092,D04092,4,1336.46,0.03,5185.46,3433.19,1752.27,1710,Pending
O04093,2/26/2021 0:00,C0572,P044,E125,B05,PAY04093,D04093,3,71.45,0.13,186.48,156.23,30.25,1527,Pending
O04094,4/2/2025 0:00,C0429,P024,E078,B01,PAY04094,D04094,1,621.78,0.07,578.26,471.99,106.27,2301,Pending
O04095,12/23/2024 0:00,C0005,P130,E074,B02,PAY04095,D04095,3,835.65,0.05,2381.6,2096.44,285.16,3241,Pending
O04096,8/14/2024 0:00,C0347,P221,E059,B14,PAY04096,D04096,4,1172.95,0.1,4222.62,3547.53,675.09,2296,Pending
O04097,7/4/2020 0:00,C0553,P023,E147,B06,PAY04097,D04097,1,426.47,0.02,417.94,329.01,88.93,1183,Pending
O04098,1/19/2020 0:00,C0526,P066,E039,B07,PAY04098,D04098,2,130.58,0.06,245.49,183.36,62.13,2764,Pending
O04099,5/2/2021 0:00,C0473,P240,E036,B04,PAY04099,D04099,5,1302.54,0.18,5340.41,4741.74,598.67,3862,Pending
O04100,9/4/2024 0:00,C1111,P020,E088,B14,PAY04100,D04100,3,1022.88,0.19,2485.6,1702.62,782.98,1557,Pending
O04101,5/4/2020 0:00,C0906,P248,E088,B12,PAY04101,D04101,1,1303.21,0.09,1185.92,972.87,213.05,4739,Cancelled
O04102,8/13/2020 0:00,C0934,P161,E130,B02,PAY04102,D04102,3,641.31,0.2,1539.14,945.36,593.78,4546,Cancelled
O04103,11/6/2025 0:00,C0978,P158,E023,B10,PAY04103,D04103,4,1363.01,0.01,5397.52,3257.89,2139.63,2711,Cancelled
O04104,12/30/2025 0:00,C0253,P018,E110,B15,PAY04104,D04104,4,619.96,0.04,2380.65,1945.07,435.58,1476,Pending
O04105,5/15/2020 0:00,C0764,P254,E019,B15,PAY04105,D04105,5,1470.79,0.07,6839.17,4523.05,2316.12,1114,Cancelled
O04106,1/25/2021 0:00,C0270,P094,E084,B05,PAY04106,D04106,2,852.74,0.04,1637.26,1089.72,547.54,983,Pending
O04107,5/6/2020 0:00,C0720,P043,E084,B08,PAY04107,D04107,5,1298.45,0.02,6362.4,4806.39,1556.01,4356,Pending
O04108,4/20/2023 0:00,C0319,P017,E119,B12,PAY04108,D04108,2,1468.41,0.04,2819.35,1733.48,1085.87,4760,Pending
O04109,7/7/2022 0:00,C0957,P102,E019,B14,PAY04109,D04109,5,329.16,0.13,1431.85,1237.89,193.96,3099,Pending
O04110,7/17/2020 0:00,C0855,P126,E058,B13,PAY04110,D04110,1,1390.95,0.02,1363.13,1066.08,297.05,4110,Delivered
O04111,4/25/2021 0:00,C1159,P136,E075,B15,PAY04111,D04111,4,396.23,0.01,1569.07,968.17,600.9,2139,Delivered
